#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
2674000      1.32e-01      2.63e-03      2.69e-02    2.2e-05
2676000      2.02e-02      1.92e-03      2.76e-03    2.2e-05
2678000      2.23e-02      2.65e-03      1.59e-03    2.2e-05
2680000      9.43e-03      1.08e-03      1.54e-03    2.1e-05
2682000      5.83e-02      2.16e-03      1.21e-02    2.1e-05
2684000      6.82e-02      2.56e-03      1.42e-02    2.1e-05
2686000      1.29e-01      1.14e-03      2.74e-02    2.1e-05
2688000      6.81e-02      8.82e-04      1.44e-02    2.1e-05
2690000      2.61e-02      1.87e-03      5.09e-03    2.1e-05
2692000      1.26e-02      5.78e-04      2.59e-03    2.1e-05
2694000      6.69e-02      2.12e-03      1.41e-02    2.1e-05
2696000      1.46e-02      5.64e-04      2.95e-03    2.1e-05
2698000      3.37e-02      5.33e-03      3.31e-03    2.1e-05
2700000      1.33e-01      9.19e-04      2.82e-02    2.1e-05
2702000      1.38e-02      1.64e-03      2.18e-03    2.1e-05
2704000      2.29e-02      1.97e-03      4.26e-03    2.1e-05
2706000      6.39e-02      3.18e-04      1.36e-02    2.1e-05
2708000      3.11e-02      7.78e-04      6.55e-03    2.1e-05
2710000      1.17e-01      1.74e-03      2.47e-02    2.1e-05
2712000      3.81e-03      4.39e-04      3.35e-04    2.1e-05
2714000      3.93e-02      2.93e-03      7.60e-03    2.1e-05
2716000      6.19e-02      5.38e-03      1.19e-02    2.1e-05
2718000      1.29e-02      4.75e-04      2.69e-03    2.1e-05
2720000      1.94e-02      2.23e-03      3.24e-03    2.0e-05
2722000      1.18e-02      8.18e-04      2.16e-03    2.0e-05
2724000      2.41e-03      8.62e-05      5.06e-04    2.0e-05
2726000      1.93e-02      2.12e-03      2.06e-03    2.0e-05
2728000      3.34e-02      8.20e-04      7.16e-03    2.0e-05
2730000      1.24e-02      1.37e-03      2.12e-03    2.0e-05
2732000      7.11e-02      5.21e-04      1.55e-02    2.0e-05
2734000      2.41e-02      2.22e-03      4.50e-03    2.0e-05
2736000      4.35e-02      7.82e-04      9.45e-03    2.0e-05
2738000      2.32e-02      1.32e-03      4.81e-03    2.0e-05
2740000      9.59e-02      2.41e-03      2.06e-02    2.0e-05
2742000      1.52e-02      3.64e-04      3.27e-03    2.0e-05
2744000      1.14e-01      2.33e-03      2.46e-02    2.0e-05
2746000      5.69e-02      2.58e-03      1.20e-02    2.0e-05
2748000      2.30e-02      2.48e-03      4.01e-03    2.0e-05
2750000      1.83e-02      1.23e-03      3.70e-03    2.0e-05
2752000      1.47e-01      5.37e-03      3.14e-02    2.0e-05
2754000      2.52e-02      1.40e-03      4.94e-03    2.0e-05
2756000      7.05e-02      3.18e-03      1.49e-02    2.0e-05
2758000      1.93e-02      3.14e-03      1.73e-03    2.0e-05
2760000      1.36e-02      1.70e-03      4.43e-04    1.9e-05
2762000      1.28e-02      5.51e-04      2.80e-03    1.9e-05
2764000      6.97e-03      1.01e-04      1.56e-03    1.9e-05
2766000      8.09e-03      2.77e-05      1.82e-03    1.9e-05
2768000      2.48e-02      2.11e-03      4.89e-03    1.9e-05
2770000      1.62e-02      6.74e-04      3.43e-03    1.9e-05
2772000      1.47e-01      3.80e-03      3.26e-02    1.9e-05
2774000      1.38e-01      3.14e-03      3.07e-02    1.9e-05
2776000      1.11e-02      1.38e-03      4.65e-04    1.9e-05
2778000      8.95e-03      3.58e-04      1.91e-03    1.9e-05
2780000      7.26e-02      3.68e-04      1.63e-02    1.9e-05
2782000      3.52e-02      4.77e-03      5.97e-03    1.9e-05
2784000      1.32e-02      1.42e-03      1.54e-03    1.9e-05
2786000      2.30e-02      3.16e-03      3.30e-03    1.9e-05
2788000      2.33e-02      2.15e-03      3.56e-03    1.9e-05
2790000      6.64e-02      8.91e-04      1.48e-02    1.9e-05
2792000      3.56e-02      6.18e-03      1.86e-03    1.9e-05
2794000      4.31e-02      7.11e-03      3.68e-03    1.9e-05
2796000      1.40e-02      2.14e-05      3.14e-03    1.9e-05
2798000      1.13e-01      1.25e-03      2.52e-02    1.9e-05
2800000      1.97e-02      1.64e-03      3.43e-03    1.8e-05
2802000      7.21e-02      3.06e-03      1.62e-02    1.8e-05
2804000      1.92e-02      1.44e-03      4.02e-03    1.8e-05
2806000      3.48e-02      4.17e-03      5.94e-03    1.8e-05
2808000      2.14e-02      3.73e-03      9.94e-04    1.8e-05
2810000      1.19e-01      3.52e-03      2.71e-02    1.8e-05
2812000      1.75e-02      2.02e-03      1.64e-03    1.8e-05
2814000      9.50e-03      1.12e-03      7.61e-04    1.8e-05
2816000      2.77e-02      1.15e-03      6.22e-03    1.8e-05
2818000      1.46e-02      5.92e-04      3.27e-03    1.8e-05
2820000      1.41e-02      2.98e-04      3.23e-03    1.8e-05
2822000      1.28e-01      2.86e-03      2.94e-02    1.8e-05
2824000      1.35e-01      2.22e-03      3.10e-02    1.8e-05
2826000      2.16e-02      1.71e-03      3.88e-03    1.8e-05
2828000      6.38e-02      1.43e-03      1.45e-02    1.8e-05
2830000      9.80e-02      3.72e-03      2.22e-02    1.8e-05
2832000      1.01e-02      4.71e-04      2.17e-03    1.8e-05
2834000      3.92e-02      5.42e-03      5.70e-03    1.8e-05
2836000      1.24e-02      7.75e-04      2.49e-03    1.8e-05
2838000      3.92e-02      1.99e-03      8.68e-03    1.8e-05
2840000      1.37e-02      1.23e-03      2.81e-03    1.7e-05
2842000      2.51e-02      2.57e-03      3.47e-03    1.7e-05
2844000      3.25e-02      2.91e-03      6.67e-03    1.7e-05
2846000      3.42e-02      1.67e-03      7.81e-03    1.7e-05
2848000      2.05e-02      2.21e-03      3.87e-03    1.7e-05
2850000      1.05e-02      4.06e-04      2.38e-03    1.7e-05
2852000      2.39e-02      2.38e-03      3.47e-03    1.7e-05
2854000      1.22e-02      2.99e-04      2.87e-03    1.7e-05
2856000      1.18e-02      4.17e-04      2.69e-03    1.7e-05
2858000      6.38e-03      5.69e-04      1.31e-03    1.7e-05
2860000      9.75e-03      1.98e-04      2.28e-03    1.7e-05
2862000      1.29e-02      3.56e-04      3.02e-03    1.7e-05
2864000      1.56e-01      1.74e-03      3.70e-02    1.7e-05
2866000      1.50e-01      4.26e-03      3.50e-02    1.7e-05
2868000      1.43e-02      2.29e-03      1.49e-03    1.7e-05
2870000      1.54e-02      1.53e-03      3.04e-03    1.7e-05
2872000      1.97e-02      1.41e-03      4.29e-03    1.7e-05
2874000      1.25e-01      3.20e-03      2.89e-02    1.7e-05
2876000      2.27e-02      2.10e-03      3.65e-03    1.7e-05
2878000      1.28e-01      2.37e-03      3.03e-02    1.7e-05
2880000      6.38e-02      3.78e-03      1.49e-02    1.6e-05
2882000      1.38e-02      2.92e-04      3.32e-03    1.6e-05
2884000      1.53e-02      1.88e-03      7.80e-04    1.6e-05
2886000      6.24e-02      9.98e-04      1.51e-02    1.6e-05
2888000      1.13e-01      1.79e-03      2.74e-02    1.6e-05
2890000      1.14e-02      1.24e-03      1.38e-03    1.6e-05
2892000      3.93e-02      6.52e-03      3.52e-03    1.6e-05
2894000      1.35e-02      7.21e-05      3.28e-03    1.6e-05
2896000      2.03e-02      1.10e-03      4.48e-03    1.6e-05
2898000      5.43e-02      3.60e-03      1.23e-02    1.6e-05
2900000      1.35e-02      5.31e-04      3.22e-03    1.6e-05
2902000      1.32e-01      3.35e-03      3.18e-02    1.6e-05
2904000      1.59e-02      3.82e-04      3.80e-03    1.6e-05
2906000      1.42e-01      4.38e-03      3.41e-02    1.6e-05
2908000      2.21e-02      1.87e-03      3.99e-03    1.6e-05
2910000      1.48e-02      1.66e-03      2.80e-03    1.6e-05
2912000      1.83e-02      1.33e-03      4.08e-03    1.6e-05
2914000      1.09e-02      8.38e-05      2.66e-03    1.6e-05
2916000      2.92e-02      3.59e-03      5.17e-03    1.6e-05
2918000      6.41e-02      1.98e-03      1.52e-02    1.6e-05
2920000      7.05e-03      4.05e-04      1.57e-03    1.5e-05
2922000      1.18e-02      1.24e-03      1.63e-03    1.5e-05
2924000      1.75e-02      4.60e-04      4.28e-03    1.5e-05
2926000      1.14e-02      9.85e-04      2.09e-03    1.5e-05
2928000      1.04e-02      3.70e-04      2.50e-03    1.5e-05
2930000      2.84e-02      2.81e-03      5.91e-03    1.5e-05
2932000      1.04e-01      2.02e-03      2.58e-02    1.5e-05
2934000      2.04e-02      1.57e-03      4.61e-03    1.5e-05
2936000      5.85e-02      4.32e-04      1.46e-02    1.5e-05
2938000      2.66e-02      3.13e-03      4.99e-03    1.5e-05
2940000      1.82e-02      2.26e-03      8.22e-04    1.5e-05
2942000      1.24e-01      2.61e-04      3.11e-02    1.5e-05
2944000      2.06e-02      1.38e-03      4.78e-03    1.5e-05
2946000      6.65e-02      1.12e-03      1.66e-02    1.5e-05
2948000      1.75e-02      4.17e-04      4.35e-03    1.5e-05
2950000      5.07e-02      8.43e-03      4.53e-03    1.5e-05
2952000      1.79e-01      4.19e-03      4.43e-02    1.5e-05
2954000      1.01e-02      1.13e-03      1.97e-03    1.5e-05
2956000      2.88e-02      3.81e-03      4.82e-03    1.5e-05
2958000      1.27e-02      1.25e-03      2.00e-03    1.5e-05
2960000      3.07e-02      1.19e-03      7.51e-03    1.4e-05
2962000      1.19e-01      6.31e-04      3.05e-02    1.4e-05
2964000      4.81e-02      1.97e-03      1.20e-02    1.4e-05
2966000      1.66e-02      1.53e-03      2.91e-03    1.4e-05
2968000      1.35e-02      2.11e-03      1.68e-03    1.4e-05
2970000      4.99e-02      1.19e-03      1.27e-02    1.4e-05
2972000      1.16e-02      1.53e-03      2.01e-03    1.4e-05
2974000      4.90e-02      8.62e-04      1.25e-02    1.4e-05
2976000      9.10e-03      7.16e-04      1.83e-03    1.4e-05
2978000      6.82e-02      9.56e-04      1.75e-02    1.4e-05
2980000      9.54e-02      4.74e-04      2.45e-02    1.4e-05
2982000      3.14e-02      9.18e-05      8.08e-03    1.4e-05
2984000      1.47e-02      1.17e-03      2.94e-03    1.4e-05
2986000      2.65e-02      8.44e-04      6.69e-03    1.4e-05
2988000      1.69e-02      1.61e-03      2.84e-03    1.4e-05
2990000      3.26e-02      7.96e-04      8.21e-03    1.4e-05
2992000      3.11e-02      1.75e-03      7.59e-03    1.4e-05
2994000      1.29e-01      1.56e-03      3.29e-02    1.4e-05
2996000      1.16e-01      3.26e-03      2.91e-02    1.4e-05
2998000      1.93e-02      5.78e-04      4.88e-03    1.4e-05
3000000      2.00e-02      2.67e-03      3.48e-03    1.3e-05
3002000      1.03e-01      5.11e-03      2.63e-02    1.3e-05
3004000      1.04e-01      2.90e-03      2.74e-02    1.3e-05
3006000      1.17e-01      7.32e-03      2.89e-02    1.3e-05
3008000      6.39e-03      4.61e-05      1.68e-03    1.3e-05
3010000      2.48e-02      2.95e-04      6.51e-03    1.3e-05
3012000      1.41e-02      5.57e-04      3.53e-03    1.3e-05
3014000      3.82e-03      4.91e-04      6.98e-04    1.3e-05
3016000      9.41e-03      1.11e-03      8.88e-04    1.3e-05
3018000      1.01e-02      5.14e-04      2.45e-03    1.3e-05
3020000      8.06e-02      2.45e-03      2.10e-02    1.3e-05
3022000      1.42e-02      1.11e-04      3.74e-03    1.3e-05
3024000      1.68e-02      9.70e-05      4.43e-03    1.3e-05
3026000      5.23e-02      5.93e-04      1.38e-02    1.3e-05
3028000      1.82e-02      2.05e-03      3.71e-03    1.3e-05
3030000      1.66e-02      3.10e-04      4.34e-03    1.3e-05
3032000      6.71e-02      2.27e-03      1.74e-02    1.3e-05
3034000      9.73e-02      1.51e-03      2.55e-02    1.3e-05
3036000      9.78e-02      3.48e-03      2.55e-02    1.3e-05
3038000      7.04e-03      5.21e-04      1.50e-03    1.3e-05
3040000      5.63e-02      9.98e-04      1.52e-02    1.3e-05
#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
3040000      4.06e-03      2.01e-04      1.01e-03    1.3e-05
3042000      1.85e-02      1.30e-03      4.62e-03    1.3e-05
3044000      1.80e-02      1.95e-03      2.51e-03    1.3e-05
3046000      9.79e-02      2.21e-03      2.64e-02    1.3e-05
3048000      1.02e-01      2.19e-03      2.72e-02    1.3e-05
3050000      9.26e-03      7.50e-05      2.51e-03    1.3e-05
3052000      1.90e-03      1.69e-04      3.65e-04    1.3e-05
3054000      2.87e-02      7.88e-04      7.69e-03    1.3e-05
3056000      4.79e-02      1.83e-03      1.24e-02    1.3e-05
3058000      2.56e-02      7.94e-05      6.94e-03    1.3e-05
3060000      1.40e-02      1.47e-03      2.09e-03    1.3e-05
3062000      2.56e-02      2.88e-03      5.39e-03    1.3e-05
3064000      3.26e-02      4.64e-03      5.33e-03    1.3e-05
3066000      1.16e-01      2.80e-03      3.12e-02    1.3e-05
3068000      1.53e-02      2.20e-03      2.45e-03    1.3e-05
3070000      8.30e-03      5.73e-04      1.88e-03    1.3e-05
3072000      1.62e-02      2.33e-03      2.58e-03    1.3e-05
3074000      1.01e-02      6.76e-04      2.33e-03    1.3e-05
3076000      1.18e-02      6.67e-04      3.04e-03    1.3e-05
3078000      3.28e-02      5.48e-04      8.82e-03    1.3e-05
3080000      1.64e-02      1.61e-03      2.84e-03    1.2e-05
3082000      1.16e-01      1.88e-03      3.22e-02    1.2e-05
3084000      1.25e-02      1.25e-03      2.13e-03    1.2e-05
3086000      2.31e-02      2.58e-03      5.02e-03    1.2e-05
3088000      1.47e-02      1.83e-03      4.15e-04    1.2e-05
3090000      4.31e-02      7.25e-04      1.20e-02    1.2e-05
3092000      3.90e-02      5.87e-04      1.08e-02    1.2e-05
3094000      1.26e-02      8.76e-04      3.24e-03    1.2e-05
3096000      3.83e-02      2.83e-04      1.07e-02    1.2e-05
3098000      2.82e-02      3.03e-03      4.08e-03    1.2e-05
3100000      4.41e-03      2.97e-05      1.23e-03    1.2e-05
3102000      7.94e-02      1.27e-03      2.21e-02    1.2e-05
3104000      1.69e-01      5.42e-03      4.63e-02    1.2e-05
3106000      1.57e-02      1.20e-04      4.37e-03    1.2e-05
3108000      2.31e-02      2.23e-03      5.40e-03    1.2e-05
3110000      6.08e-03      4.75e-04      1.52e-03    1.2e-05
3112000      1.06e-02      1.21e-03      2.27e-03    1.2e-05
3114000      1.07e-01      1.62e-03      2.98e-02    1.2e-05
3116000      3.02e-02      1.40e-03      8.13e-03    1.2e-05
3118000      2.19e-02      1.47e-03      5.15e-03    1.2e-05
3120000      1.33e-02      1.84e-03      2.40e-03    1.1e-05
3122000      1.10e-01      1.34e-03      3.13e-02    1.1e-05
3124000      1.01e-01      2.00e-03      2.86e-02    1.1e-05
3126000      4.36e-02      1.87e-03      1.21e-02    1.1e-05
3128000      2.05e-02      1.54e-03      4.70e-03    1.1e-05
3130000      8.88e-02      7.40e-04      2.54e-02    1.1e-05
3132000      9.18e-03      9.46e-04      2.14e-03    1.1e-05
3134000      6.33e-02      5.32e-03      1.60e-02    1.1e-05
3136000      1.28e-02      1.47e-03      2.79e-03    1.1e-05
3138000      3.80e-02      4.83e-04      1.09e-02    1.1e-05
3140000      1.30e-01      1.79e-03      3.70e-02    1.1e-05
3142000      1.26e-02      1.58e-03      4.54e-04    1.1e-05
3144000      3.62e-02      1.27e-03      1.02e-02    1.1e-05
3146000      6.12e-03      3.07e-04      1.61e-03    1.1e-05
3148000      9.49e-02      2.70e-03      2.69e-02    1.1e-05
3150000      2.80e-02      3.51e-03      5.70e-03    1.1e-05
3152000      5.47e-02      1.03e-03      1.56e-02    1.1e-05
3154000      5.49e-02      9.39e-04      1.56e-02    1.1e-05
3156000      9.84e-02      2.05e-03      2.80e-02    1.1e-05
3158000      2.47e-02      1.76e-03      6.46e-03    1.1e-05
3160000      1.53e-02      1.69e-03      2.15e-03    1.1e-05
3162000      8.80e-02      1.72e-03      2.57e-02    1.1e-05
3164000      1.25e-02      8.65e-04      3.39e-03    1.1e-05
3166000      2.10e-02      1.53e-03      5.04e-03    1.1e-05
3168000      1.01e-02      7.97e-04      2.32e-03    1.1e-05
3170000      8.73e-02      2.98e-03      2.47e-02    1.1e-05
3172000      3.71e-03      4.13e-04      5.02e-04    1.1e-05
3174000      4.81e-02      2.72e-04      1.41e-02    1.1e-05
3176000      1.19e-02      3.71e-04      3.44e-03    1.1e-05
3178000      1.75e-02      1.72e-03      3.19e-03    1.1e-05
3180000      2.15e-02      1.12e-03      6.03e-03    1.1e-05
3182000      1.25e-01      6.39e-03      3.53e-02    1.1e-05
3184000      1.16e-02      3.20e-04      3.33e-03    1.1e-05
3186000      7.04e-02      1.24e-04      2.07e-02    1.1e-05
3188000      6.78e-02      1.79e-03      1.98e-02    1.1e-05
3190000      9.37e-02      9.59e-04      2.75e-02    1.1e-05
3192000      2.59e-02      2.62e-03      4.52e-03    1.1e-05
3194000      1.11e-01      2.71e-03      3.19e-02    1.1e-05
3196000      2.00e-02      2.22e-03      4.58e-03    1.1e-05
3198000      1.15e-01      5.12e-03      3.26e-02    1.1e-05
3200000      9.80e-02      6.67e-04      2.95e-02    1.0e-05
3202000      1.26e-02      1.90e-03      2.04e-03    1.0e-05
3204000      5.12e-03      2.45e-04      1.43e-03    1.0e-05
3206000      1.13e-01      1.71e-03      3.39e-02    1.0e-05
3208000      1.47e-02      1.39e-03      3.76e-03    1.0e-05
3210000      9.03e-03      1.33e-04      2.70e-03    1.0e-05
3212000      1.59e-02      1.89e-03      1.52e-03    1.0e-05
3214000      1.06e-02      1.03e-03      2.66e-03    1.0e-05
3216000      2.36e-02      2.45e-04      7.11e-03    1.0e-05
3218000      2.23e-02      1.96e-03      5.86e-03    1.0e-05
3220000      1.58e-02      1.01e-03      4.45e-03    1.0e-05
3222000      5.29e-02      1.79e-03      1.57e-02    1.0e-05
3224000      1.90e-02      2.84e-03      3.08e-03    1.0e-05
3226000      1.70e-02      1.09e-03      4.40e-03    1.0e-05
3228000      1.26e-02      1.04e-03      3.37e-03    1.0e-05
3230000      8.41e-02      5.13e-04      2.53e-02    1.0e-05
3232000      4.67e-02      4.40e-04      1.41e-02    1.0e-05
3234000      3.64e-02      2.09e-03      1.04e-02    1.0e-05
3236000      1.22e-02      4.30e-04      3.52e-03    1.0e-05
3238000      4.51e-03      4.82e-04      1.09e-03    1.0e-05
3240000      8.28e-03      1.03e-03      4.13e-04    9.4e-06
3242000      1.87e-02      1.47e-03      4.52e-03    9.4e-06
3244000      1.13e-02      6.11e-04      3.34e-03    9.4e-06
3246000      1.49e-02      2.63e-03      6.52e-04    9.4e-06
3248000      1.26e-02      1.08e-03      3.42e-03    9.4e-06
3250000      8.67e-03      2.16e-04      2.63e-03    9.4e-06
3252000      3.19e-02      1.52e-03      9.53e-03    9.4e-06
3254000      1.12e-02      9.54e-04      2.53e-03    9.4e-06
3256000      2.96e-02      9.34e-04      9.05e-03    9.4e-06
3258000      1.35e-02      1.56e-03      1.68e-03    9.4e-06
3260000      1.08e-02      1.42e-03      2.27e-03    9.4e-06
3262000      7.87e-03      3.36e-04      2.29e-03    9.4e-06
3264000      4.57e-02      9.97e-05      1.42e-02    9.4e-06
3266000      1.53e-02      3.63e-04      4.67e-03    9.4e-06
3268000      2.95e-02      2.43e-03      8.09e-03    9.4e-06
3270000      4.13e-02      3.21e-04      1.28e-02    9.4e-06
3272000      1.43e-02      1.92e-03      2.91e-03    9.4e-06
