#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
5498000      3.40e-03      2.56e-04      2.31e-03    3.8e-07
5500000      3.26e-03      1.77e-04      2.50e-03    3.8e-07
5502000      1.92e-02      1.53e-03      1.50e-02    3.8e-07
5504000      3.52e-03      5.74e-04      1.17e-03    3.8e-07
5506000      3.35e-02      4.39e-04      2.84e-02    3.8e-07
5508000      6.79e-03      8.94e-04      3.86e-03    3.8e-07
5510000      3.54e-03      2.20e-04      2.62e-03    3.8e-07
5512000      1.61e-02      9.27e-04      1.30e-02    3.8e-07
5514000      5.84e-03      2.77e-04      4.80e-03    3.8e-07
5516000      2.79e-02      1.91e-03      2.19e-02    3.8e-07
5518000      4.19e-02      1.45e-03      3.50e-02    3.8e-07
5520000      6.82e-03      9.75e-04      3.45e-03    3.5e-07
5522000      1.95e-03      2.36e-04      4.24e-04    3.5e-07
5524000      6.16e-03      1.53e-04      5.19e-03    3.5e-07
5526000      1.47e-02      3.68e-04      1.26e-02    3.5e-07
5528000      5.40e-03      4.61e-04      4.07e-03    3.5e-07
5530000      1.17e-02      1.18e-03      5.86e-03    3.5e-07
5532000      3.45e-02      2.07e-03      2.84e-02    3.5e-07
5534000      2.37e-02      6.46e-04      2.02e-02    3.5e-07
5536000      3.15e-03      2.46e-04      2.43e-03    3.5e-07
5538000      6.72e-03      7.06e-04      4.65e-03    3.5e-07
5540000      3.53e-02      5.05e-04      3.02e-02    3.5e-07
5542000      2.03e-02      3.31e-04      1.73e-02    3.5e-07
5544000      2.85e-03      2.41e-04      1.81e-03    3.5e-07
5546000      9.90e-03      6.37e-04      7.93e-03    3.5e-07
5548000      1.62e-03      1.97e-04      3.28e-04    3.5e-07
5550000      1.35e-02      3.87e-04      1.14e-02    3.5e-07
5552000      1.91e-02      5.44e-04      1.62e-02    3.5e-07
5554000      5.14e-03      3.57e-04      3.68e-03    3.5e-07
5556000      4.70e-03      5.18e-04      1.91e-03    3.5e-07
5558000      3.18e-02      2.20e-03      2.52e-02    3.5e-07
5560000      1.65e-02      5.75e-04      1.40e-02    3.3e-07
5562000      6.46e-03      3.40e-04      5.08e-03    3.3e-07
5564000      1.12e-02      1.57e-03      6.98e-03    3.3e-07
5566000      9.90e-03      1.55e-03      3.94e-03    3.3e-07
5568000      1.10e-02      3.30e-04      9.26e-03    3.3e-07
5570000      1.47e-02      1.57e-04      1.27e-02    3.3e-07
5572000      1.50e-02      7.62e-04      1.24e-02    3.3e-07
5574000      3.75e-02      2.20e-03      3.11e-02    3.3e-07
5576000      1.29e-02      3.86e-04      1.09e-02    3.3e-07
5578000      3.38e-02      2.02e-03      2.80e-02    3.3e-07
5580000      1.32e-02      6.61e-04      1.05e-02    3.3e-07
5582000      8.38e-03      9.76e-04      5.45e-03    3.3e-07
5584000      2.02e-02      4.85e-04      1.72e-02    3.3e-07
5586000      1.98e-02      1.04e-03      1.64e-02    3.3e-07
5588000      4.74e-02      3.47e-03      3.74e-02    3.3e-07
5590000      8.78e-03      4.43e-04      7.28e-03    3.3e-07
5592000      3.22e-02      2.02e-03      2.41e-02    3.3e-07
5594000      8.97e-03      8.51e-05      7.74e-03    3.3e-07
5596000      1.75e-02      9.56e-04      1.44e-02    3.3e-07
5598000      5.29e-03      2.27e-04      4.45e-03    3.3e-07
5600000      3.15e-02      2.08e-03      2.33e-02    3.2e-07
5602000      2.36e-02      3.55e-03      1.08e-02    3.2e-07
5604000      2.89e-02      2.60e-03      2.26e-02    3.2e-07
5606000      1.08e-02      1.83e-03      2.87e-03    3.2e-07
5608000      6.88e-03      1.68e-04      5.89e-03    3.2e-07
5610000      3.16e-02      4.01e-03      1.92e-02    3.2e-07
5612000      1.60e-02      1.90e-04      1.39e-02    3.2e-07
5614000      2.47e-02      2.04e-03      1.97e-02    3.2e-07
5616000      2.78e-02      1.61e-05      2.42e-02    3.2e-07
5618000      1.37e-02      2.04e-03      6.43e-03    3.2e-07
5620000      1.55e-03      5.46e-05      1.30e-03    3.2e-07
5622000      3.77e-02      2.25e-03      2.89e-02    3.2e-07
5624000      1.07e-02      1.67e-03      4.38e-03    3.2e-07
5626000      6.47e-03      4.24e-04      5.23e-03    3.2e-07
5628000      3.20e-02      1.71e-03      2.66e-02    3.2e-07
5630000      3.13e-02      7.39e-04      2.68e-02    3.2e-07
5632000      1.87e-02      3.89e-04      1.62e-02    3.2e-07
5634000      3.14e-02      2.30e-03      2.21e-02    3.2e-07
5636000      1.78e-02      4.59e-04      1.54e-02    3.2e-07
5638000      3.24e-02      1.61e-03      2.74e-02    3.2e-07
5640000      5.54e-03      3.26e-04      4.29e-03    3.0e-07
5642000      6.09e-03      5.64e-04      4.56e-03    3.0e-07
5644000      6.20e-03      4.68e-04      4.92e-03    3.0e-07
5646000      6.21e-03      6.05e-04      4.55e-03    3.0e-07
5648000      1.69e-02      3.74e-04      1.46e-02    3.0e-07
5650000      3.64e-02      3.32e-03      2.74e-02    3.0e-07
5652000      9.37e-03      8.26e-04      5.83e-03    3.0e-07
5654000      4.25e-03      5.56e-04      2.51e-03    3.0e-07
5656000      5.30e-03      7.16e-04      3.00e-03    3.0e-07
5658000      5.58e-03      4.90e-04      3.49e-03    3.0e-07
5660000      3.78e-03      4.16e-04      1.57e-03    3.0e-07
5662000      3.16e-03      1.57e-04      2.54e-03    3.0e-07
5664000      1.80e-02      5.84e-04      1.55e-02    3.0e-07
5666000      2.78e-03      2.76e-04      1.48e-03    3.0e-07
5668000      2.04e-03      2.05e-04      1.06e-03    3.0e-07
5670000      4.54e-02      1.93e-03      3.87e-02    3.0e-07
5672000      4.53e-02      2.19e-03      3.82e-02    3.0e-07
5674000      3.08e-02      2.81e-03      2.31e-02    3.0e-07
5676000      6.01e-03      9.78e-04      2.07e-03    3.0e-07
5678000      1.38e-02      1.41e-03      9.91e-03    3.0e-07
5680000      3.96e-03      3.44e-04      3.05e-03    2.8e-07
5682000      3.14e-03      2.23e-04      2.29e-03    2.8e-07
5684000      3.53e-02      1.24e-03      3.05e-02    2.8e-07
5686000      9.23e-03      1.41e-03      4.10e-03    2.8e-07
5688000      2.69e-03      3.20e-04      7.13e-04    2.8e-07
5690000      3.59e-02      8.77e-04      3.11e-02    2.8e-07
5692000      7.54e-03      4.31e-04      6.30e-03    2.8e-07
5694000      1.44e-02      8.62e-04      1.20e-02    2.8e-07
5696000      5.18e-03      2.08e-04      4.45e-03    2.8e-07
5698000      3.61e-02      1.43e-03      3.13e-02    2.8e-07
5700000      8.23e-03      8.58e-04      4.01e-03    2.8e-07
5702000      1.89e-02      1.59e-03      1.52e-02    2.8e-07
5704000      2.13e-02      1.19e-03      1.78e-02    2.8e-07
5706000      4.06e-02      1.14e-03      3.49e-02    2.8e-07
5708000      4.02e-03      3.96e-04      2.18e-03    2.8e-07
5710000      8.88e-03      8.70e-04      4.87e-03    2.8e-07
5712000      2.90e-02      2.01e-03      2.41e-02    2.8e-07
5714000      1.84e-02      6.13e-04      1.57e-02    2.8e-07
5716000      6.23e-03      3.59e-04      5.21e-03    2.8e-07
5718000      3.71e-03      2.00e-04      2.96e-03    2.8e-07
5720000      3.05e-02      2.11e-03      2.25e-02    2.7e-07
5722000      3.95e-02      1.02e-03      3.47e-02    2.7e-07
5724000      4.31e-02      3.22e-03      3.47e-02    2.7e-07
5726000      2.45e-03      3.03e-04      3.07e-04    2.7e-07
5728000      3.54e-02      2.15e-03      2.75e-02    2.7e-07
5730000      4.33e-03      7.06e-04      1.48e-03    2.7e-07
5732000      1.02e-02      4.04e-04      8.62e-03    2.7e-07
5734000      2.66e-02      1.85e-03      2.17e-02    2.7e-07
5736000      6.58e-03      8.90e-04      3.77e-03    2.7e-07
5738000      6.09e-03      6.68e-04      4.25e-03    2.7e-07
5740000      3.65e-03      2.45e-04      2.73e-03    2.7e-07
5742000      5.56e-03      3.03e-04      4.70e-03    2.7e-07
5744000      5.86e-02      3.76e-03      4.85e-02    2.7e-07
5746000      5.59e-03      6.97e-04      3.52e-03    2.7e-07
5748000      3.35e-03      4.33e-04      2.03e-03    2.7e-07
5750000      1.52e-02      1.59e-03      1.16e-02    2.7e-07
5752000      6.26e-03      7.59e-04      1.36e-03    2.7e-07
5754000      4.33e-03      2.30e-04      3.48e-03    2.7e-07
5756000      3.17e-02      1.34e-03      2.65e-02    2.7e-07
5758000      4.04e-02      3.77e-03      3.05e-02    2.7e-07
5760000      6.30e-03      3.55e-04      5.03e-03    2.5e-07
5762000      2.27e-02      4.09e-03      9.47e-03    2.5e-07
5764000      1.76e-03      1.50e-04      1.38e-03    2.5e-07
5766000      1.03e-02      9.25e-04      6.39e-03    2.5e-07
5768000      3.23e-03      4.07e-04      2.03e-03    2.5e-07
5770000      1.33e-03      1.21e-04      8.18e-04    2.5e-07
5772000      1.06e-02      5.88e-04      8.51e-03    2.5e-07
5774000      3.03e-02      1.09e-03      2.59e-02    2.5e-07
5776000      2.13e-03      2.31e-04      9.55e-04    2.5e-07
5778000      2.95e-03      1.55e-04      2.52e-03    2.5e-07
5780000      2.05e-02      1.91e-04      1.83e-02    2.5e-07
5782000      4.15e-02      4.94e-03      3.01e-02    2.5e-07
5784000      1.77e-02      1.29e-03      1.44e-02    2.5e-07
5786000      8.83e-03      8.56e-05      7.88e-03    2.5e-07
5788000      2.84e-02      1.66e-03      2.39e-02    2.5e-07
5790000      3.01e-03      3.67e-04      5.98e-04    2.5e-07
5792000      3.73e-02      3.35e-03      3.00e-02    2.5e-07
5794000      5.12e-03      6.44e-04      3.22e-03    2.5e-07
5796000      4.66e-03      4.53e-04      2.62e-03    2.5e-07
5798000      3.45e-03      4.78e-04      1.91e-03    2.5e-07
5800000      6.02e-03      9.05e-04      2.84e-03    2.4e-07
5802000      1.91e-02      8.51e-04      1.66e-02    2.4e-07
5804000      6.80e-03      2.79e-04      5.94e-03    2.4e-07
5806000      3.70e-02      7.70e-04      3.31e-02    2.4e-07
5808000      7.09e-03      7.77e-04      5.00e-03    2.4e-07
5810000      4.28e-03      1.97e-04      3.58e-03    2.4e-07
5812000      5.51e-03      3.32e-04      4.66e-03    2.4e-07
5814000      3.60e-03      2.71e-04      2.58e-03    2.4e-07
5816000      5.82e-02      8.39e-03      3.03e-02    2.4e-07
5818000      3.78e-02      3.53e-03      2.89e-02    2.4e-07
5820000      8.73e-03      2.79e-04      7.59e-03    2.4e-07
5822000      4.44e-03      4.71e-04      2.11e-03    2.4e-07
5824000      2.84e-03      9.16e-05      2.47e-03    2.4e-07
5826000      6.17e-03      9.38e-04      2.83e-03    2.4e-07
5828000      1.50e-02      1.45e-03      1.19e-02    2.4e-07
5830000      1.27e-02      2.11e-03      3.75e-03    2.4e-07
5832000      3.45e-02      2.64e-03      2.88e-02    2.4e-07
5834000      1.50e-02      2.74e-04      1.34e-02    2.4e-07
5836000      3.73e-02      2.56e-03      2.81e-02    2.4e-07
5838000      7.37e-03      1.16e-03      3.04e-03    2.4e-07
5840000      3.48e-03      2.32e-04      2.66e-03    2.2e-07
5842000      5.25e-03      5.56e-04      2.52e-03    2.2e-07
5844000      3.23e-02      9.45e-04      2.84e-02    2.2e-07
5846000      9.41e-03      1.61e-03      2.06e-03    2.2e-07
5848000      2.73e-02      3.20e-04      2.46e-02    2.2e-07
5850000      7.23e-03      1.08e-03      3.47e-03    2.2e-07
5852000      5.96e-03      2.96e-04      5.17e-03    2.2e-07
5854000      4.23e-03      2.85e-04      3.54e-03    2.2e-07
5856000      5.72e-03      8.17e-04      3.05e-03    2.2e-07
5858000      1.36e-02      3.23e-04      1.22e-02    2.2e-07
5860000      4.42e-03      3.01e-04      3.35e-03    2.2e-07
5862000      5.58e-02      3.68e-03      4.68e-02    2.2e-07
5864000      1.42e-02      5.89e-04      1.25e-02    2.2e-07
5866000      2.58e-02      3.86e-04      2.32e-02    2.2e-07
5868000      2.87e-02      1.12e-03      2.46e-02    2.2e-07
5870000      2.42e-02      1.41e-03      2.07e-02    2.2e-07
5872000      3.04e-03      3.61e-04      8.64e-04    2.2e-07
5874000      1.02e-02      1.69e-03      3.22e-03    2.2e-07
5876000      1.52e-02      3.68e-04      1.36e-02    2.2e-07
5878000      4.93e-02      3.69e-03      3.57e-02    2.2e-07
5880000      3.44e-03      3.96e-04      1.21e-03    2.1e-07
5882000      2.52e-02      1.43e-03      2.17e-02    2.1e-07
5884000      4.03e-03      5.95e-04      2.01e-03    2.1e-07
5886000      2.84e-02      5.68e-04      2.55e-02    2.1e-07
5888000      2.95e-03      3.65e-04      1.91e-03    2.1e-07
5890000      2.77e-02      2.30e-03      2.30e-02    2.1e-07
5892000      3.21e-03      2.59e-04      2.23e-03    2.1e-07
5894000      1.92e-02      1.64e-03      1.53e-02    2.1e-07
5896000      2.01e-02      1.47e-03      1.66e-02    2.1e-07
5898000      3.47e-02      3.18e-03      2.69e-02    2.1e-07
5900000      3.01e-03      1.69e-04      2.60e-03    2.1e-07
5902000      2.59e-02      1.08e-03      2.28e-02    2.1e-07
5904000      3.56e-02      1.36e-03      3.16e-02    2.1e-07
5906000      3.88e-02      4.46e-03      2.68e-02    2.1e-07
5908000      4.28e-03      4.73e-04      3.04e-03    2.1e-07
5910000      1.94e-02      9.54e-04      1.62e-02    2.1e-07
5912000      3.08e-02      3.72e-04      2.78e-02    2.1e-07
5914000      2.88e-03      3.48e-04      6.43e-04    2.1e-07
5916000      4.51e-03      5.51e-04      8.72e-04    2.1e-07
5918000      2.94e-02      1.88e-03      2.29e-02    2.1e-07
5920000      2.99e-02      1.07e-04      2.73e-02    2.0e-07
5922000      1.21e-02      1.90e-03      5.21e-03    2.0e-07
5924000      5.36e-03      4.64e-04      4.26e-03    2.0e-07
5926000      8.67e-03      4.12e-04      7.62e-03    2.0e-07
5928000      2.83e-02      2.68e-03      2.29e-02    2.0e-07
5930000      8.53e-03      7.54e-04      5.51e-03    2.0e-07
5932000      3.03e-03      1.92e-05      2.76e-03    2.0e-07
5934000      4.05e-03      2.92e-04      3.02e-03    2.0e-07
5936000      3.42e-02      1.44e-03      2.94e-02    2.0e-07
5938000      6.05e-03      4.27e-04      5.07e-03    2.0e-07
5940000      2.85e-02      1.06e-04      2.60e-02    2.0e-07
5942000      6.34e-03      9.75e-04      2.85e-03    2.0e-07
5944000      4.08e-02      3.01e-03      3.39e-02    2.0e-07
5946000      2.22e-03      2.68e-04      5.22e-04    2.0e-07
5948000      3.91e-03      3.31e-04      2.63e-03    2.0e-07
5950000      3.59e-02      1.68e-03      3.16e-02    2.0e-07
5952000      1.08e-02      1.36e-03      6.98e-03    2.0e-07
5954000      1.94e-03      1.50e-04      1.39e-03    2.0e-07
5956000      7.03e-03      1.04e-03      3.51e-03    2.0e-07
5958000      3.51e-02      1.62e-03      3.10e-02    2.0e-07
5960000      5.03e-03      4.70e-04      3.92e-03    1.9e-07
5962000      3.25e-03      2.29e-04      2.46e-03    1.9e-07
5964000      2.97e-02      1.78e-03      2.56e-02    1.9e-07
5966000      8.73e-03      5.98e-04      7.38e-03    1.9e-07
5968000      8.07e-03      1.33e-03      2.64e-03    1.9e-07
5970000      4.80e-03      5.21e-04      3.48e-03    1.9e-07
5972000      4.10e-02      2.99e-03      3.43e-02    1.9e-07
5974000      1.02e-02      1.72e-03      2.59e-03    1.9e-07
5976000      3.69e-03      3.05e-04      2.99e-03    1.9e-07
5978000      5.40e-03      7.61e-04      2.99e-03    1.9e-07
5980000      1.43e-02      9.07e-04      1.13e-02    1.9e-07
5982000      5.18e-03      5.85e-04      3.66e-03    1.9e-07
5984000      4.47e-03      5.12e-04      1.65e-03    1.9e-07
5986000      3.40e-03      3.09e-04      2.14e-03    1.9e-07
5988000      1.06e-03      9.36e-05      6.83e-04    1.9e-07
5990000      9.61e-03      2.37e-04      8.64e-03    1.9e-07
5992000      2.54e-02      6.67e-04      2.30e-02    1.9e-07
5994000      5.88e-03      4.03e-04      4.51e-03    1.9e-07
5996000      1.18e-02      4.36e-04      1.03e-02    1.9e-07
5998000      4.80e-03      5.54e-05      4.39e-03    1.9e-07
6000000      6.18e-03      2.82e-04      5.30e-03    1.8e-07
6002000      3.42e-02      2.74e-03      2.81e-02    1.8e-07
6004000      1.85e-03      5.27e-05      1.66e-03    1.8e-07
6006000      1.53e-02      1.17e-04      1.41e-02    1.8e-07
6008000      3.10e-03      2.39e-04      2.24e-03    1.8e-07
6010000      3.62e-03      5.69e-04      1.52e-03    1.8e-07
6012000      1.05e-02      1.74e-03      3.39e-03    1.8e-07
6014000      9.95e-03      7.10e-04      8.39e-03    1.8e-07
6016000      2.56e-03      1.67e-04      2.01e-03    1.8e-07
6018000      7.19e-03      5.44e-04      5.27e-03    1.8e-07
6020000      1.74e-02      2.49e-03      1.14e-02    1.8e-07
6022000      2.06e-03      1.76e-04      1.38e-03    1.8e-07
6024000      1.00e-02      1.69e-03      2.81e-03    1.8e-07
6026000      3.41e-02      2.00e-03      2.97e-02    1.8e-07
6028000      3.29e-02      1.03e-03      2.94e-02    1.8e-07
6030000      5.60e-03      3.46e-04      4.49e-03    1.8e-07
6032000      4.30e-02      3.05e-03      3.63e-02    1.8e-07
6034000      6.20e-03      4.00e-04      4.89e-03    1.8e-07
6036000      1.79e-02      1.55e-03      1.44e-02    1.8e-07
6038000      1.19e-02      2.63e-04      1.09e-02    1.8e-07
6040000      1.54e-02      3.73e-05      1.42e-02    1.7e-07
6042000      4.99e-03      3.19e-04      3.97e-03    1.7e-07
6044000      2.00e-03      2.28e-04      7.55e-04    1.7e-07
6046000      2.84e-02      9.72e-04      2.53e-02    1.7e-07
6048000      8.74e-03      1.28e-04      8.04e-03    1.7e-07
6050000      3.44e-02      8.32e-04      3.12e-02    1.7e-07
6052000      3.56e-02      1.46e-03      3.20e-02    1.7e-07
6054000      3.59e-02      1.74e-03      3.19e-02    1.7e-07
6056000      7.65e-03      8.62e-04      3.07e-03    1.7e-07
6058000      7.20e-03      1.07e-03      3.58e-03    1.7e-07
6060000      2.43e-03      2.30e-04      1.47e-03    1.7e-07
6062000      3.14e-02      2.95e-03      2.46e-02    1.7e-07
6064000      2.07e-03      1.07e-04      1.75e-03    1.7e-07
6066000      6.68e-03      6.00e-04      4.29e-03    1.7e-07
6068000      5.53e-03      3.13e-04      4.57e-03    1.7e-07
6070000      4.88e-03      5.59e-04      1.80e-03    1.7e-07
6072000      2.91e-02      2.41e-03      2.38e-02    1.7e-07
6074000      1.55e-02      4.29e-04      1.40e-02    1.7e-07
6076000      9.81e-03      9.22e-04      5.98e-03    1.7e-07
6078000      4.01e-03      5.89e-04      2.07e-03    1.7e-07
6080000      3.39e-02      1.88e-03      2.83e-02    1.6e-07
6082000      3.64e-03      3.11e-04      2.46e-03    1.6e-07
6084000      1.23e-02      8.30e-04      9.65e-03    1.6e-07
6086000      8.88e-03      5.34e-05      8.24e-03    1.6e-07
6088000      8.39e-03      9.10e-04      6.15e-03    1.6e-07
6090000      2.03e-02      1.84e-03      1.62e-02    1.6e-07
6092000      3.04e-02      8.98e-04      2.74e-02    1.6e-07
6094000      2.92e-02      3.60e-04      2.70e-02    1.6e-07
6096000      2.38e-03      2.90e-04      4.87e-04    1.6e-07
6098000      8.38e-03      1.28e-03      3.92e-03    1.6e-07
6100000      4.40e-03      3.88e-04      3.54e-03    1.6e-07
6102000      3.94e-03      1.69e-04      3.44e-03    1.6e-07
6104000      2.09e-03      3.30e-04      8.75e-04    1.6e-07
6106000      1.40e-02      1.41e-03      1.06e-02    1.6e-07
6108000      2.92e-03      2.23e-04      2.14e-03    1.6e-07
6110000      5.44e-03      4.38e-04      4.50e-03    1.6e-07
6112000      7.46e-03      1.17e-03      3.18e-03    1.6e-07
6114000      2.46e-03      1.51e-04      1.99e-03    1.6e-07
6116000      2.50e-03      2.89e-04      8.91e-04    1.6e-07
6118000      8.97e-03      2.61e-04      8.11e-03    1.6e-07
6120000      4.25e-03      1.01e-04      3.90e-03    1.5e-07
6122000      4.14e-02      5.53e-03      2.92e-02    1.5e-07
6124000      1.43e-02      2.99e-04      1.33e-02    1.5e-07
6126000      1.26e-02      2.10e-03      4.07e-03    1.5e-07
6128000      3.47e-03      9.04e-05      3.16e-03    1.5e-07
6130000      3.51e-03      2.25e-04      2.82e-03    1.5e-07
6132000      4.18e-03      5.15e-04      2.80e-03    1.5e-07
6134000      2.97e-03      3.61e-04      6.49e-04    1.5e-07
6136000      8.92e-03      1.18e-03      5.54e-03    1.5e-07
6138000      1.33e-02      3.20e-04      1.22e-02    1.5e-07
6140000      5.25e-03      3.79e-04      4.47e-03    1.5e-07
6142000      2.56e-03      2.03e-04      1.84e-03    1.5e-07
6144000      4.11e-02      3.69e-03      3.30e-02    1.5e-07
6146000      1.83e-03      2.18e-04      5.26e-04    1.5e-07
6148000      4.86e-03      6.19e-04      3.14e-03    1.5e-07
6150000      3.64e-02      1.08e-03      3.35e-02    1.5e-07
6152000      2.14e-02      1.27e-03      1.88e-02    1.5e-07
6154000      9.28e-03      1.31e-03      5.22e-03    1.5e-07
6156000      1.39e-02      1.09e-03      1.16e-02    1.5e-07
6158000      1.09e-02      1.31e-04      1.01e-02    1.5e-07
6160000      3.83e-03      2.71e-04      2.95e-03    1.4e-07
6162000      2.85e-02      1.03e-03      2.56e-02    1.4e-07
6164000      4.47e-02      4.24e-03      3.53e-02    1.4e-07
6166000      5.69e-03      4.19e-04      4.31e-03    1.4e-07
6168000      5.54e-03      3.49e-04      4.48e-03    1.4e-07
6170000      5.43e-03      6.26e-04      3.86e-03    1.4e-07
6172000      2.12e-02      1.99e-03      1.68e-02    1.4e-07
6174000      3.67e-03      3.08e-04      2.54e-03    1.4e-07
6176000      1.68e-02      7.55e-04      1.52e-02    1.4e-07
6178000      3.42e-02      1.25e-03      3.06e-02    1.4e-07
6180000      1.08e-02      1.06e-03      8.86e-03    1.4e-07
6182000      3.64e-03      5.30e-04      1.94e-03    1.4e-07
6184000      2.44e-02      1.76e-04      2.28e-02    1.4e-07
6186000      7.06e-03      7.96e-04      2.87e-03    1.4e-07
6188000      1.09e-02      2.64e-04      1.00e-02    1.4e-07
6190000      4.75e-03      3.50e-04      3.60e-03    1.4e-07
6192000      1.05e-02      1.62e-03      4.79e-03    1.4e-07
6194000      5.57e-03      6.44e-04      3.95e-03    1.4e-07
6196000      5.82e-03      2.12e-04      5.33e-03    1.4e-07
6198000      3.47e-03      2.21e-04      2.79e-03    1.4e-07
6200000      1.53e-02      9.23e-04      1.25e-02    1.3e-07
6202000      8.49e-03      1.10e-03      5.42e-03    1.3e-07
6204000      5.53e-03      8.39e-04      2.66e-03    1.3e-07
6206000      4.59e-02      3.44e-03      3.45e-02    1.3e-07
6208000      4.05e-03      3.73e-04      2.57e-03    1.3e-07
6210000      1.68e-02      1.10e-03      1.47e-02    1.3e-07
6212000      2.91e-03      3.29e-04      1.17e-03    1.3e-07
6214000      3.78e-02      3.06e-03      3.16e-02    1.3e-07
6216000      9.09e-03      1.43e-03      3.94e-03    1.3e-07
6218000      2.07e-02      1.22e-03      1.84e-02    1.3e-07
6220000      3.09e-03      4.75e-04      1.43e-03    1.3e-07
6222000      6.63e-03      7.13e-04      3.17e-03    1.3e-07
6224000      1.93e-03      1.79e-04      1.22e-03    1.3e-07
6226000      3.11e-02      3.30e-03      2.34e-02    1.3e-07
6228000      8.52e-03      1.17e-03      5.02e-03    1.3e-07
6230000      2.61e-02      8.72e-04      2.41e-02    1.3e-07
6232000      3.13e-03      5.24e-04      9.27e-04    1.3e-07
6234000      3.36e-03      2.79e-04      2.35e-03    1.3e-07
6236000      4.22e-03      4.74e-04      1.74e-03    1.3e-07
6238000      2.74e-03      1.04e-04      2.46e-03    1.3e-07
6240000      1.16e-02      4.44e-04      1.04e-02    1.3e-07
6242000      2.69e-03      1.68e-04      2.20e-03    1.3e-07
6244000      3.86e-03      3.69e-04      2.34e-03    1.3e-07
6246000      3.20e-02      2.67e-03      2.75e-02    1.3e-07
6248000      3.85e-03      6.52e-04      1.04e-03    1.3e-07
6250000      8.80e-03      6.99e-04      7.41e-03    1.3e-07
6252000      3.18e-03      1.78e-04      2.68e-03    1.3e-07
6254000      7.32e-03      1.18e-03      2.87e-03    1.3e-07
6256000      1.86e-03      1.37e-04      1.42e-03    1.3e-07
6258000      4.68e-02      3.11e-03      4.09e-02    1.3e-07
6260000      4.41e-03      2.65e-04      3.91e-03    1.3e-07
6262000      3.46e-02      3.17e-03      2.92e-02    1.3e-07
6264000      3.38e-03      3.20e-04      2.09e-03    1.3e-07
6266000      2.81e-02      3.33e-03      1.97e-02    1.3e-07
6268000      6.04e-03      3.46e-04      5.05e-03    1.3e-07
6270000      7.84e-03      1.29e-03      2.71e-03    1.3e-07
6272000      6.05e-03      3.95e-05      5.69e-03    1.3e-07
6274000      3.72e-02      2.95e-04      3.51e-02    1.3e-07
6276000      8.95e-03      1.58e-04      8.35e-03    1.3e-07
6278000      4.43e-03      1.28e-04      4.12e-03    1.3e-07
6280000      1.28e-03      1.02e-04      9.32e-04    1.2e-07
6282000      5.92e-03      9.92e-05      5.55e-03    1.2e-07
6284000      2.52e-02      2.14e-03      2.09e-02    1.2e-07
6286000      8.94e-03      1.54e-03      1.94e-03    1.2e-07
6288000      2.41e-03      2.72e-04      9.72e-04    1.2e-07
6290000      1.10e-02      1.55e-04      1.03e-02    1.2e-07
6292000      2.34e-02      1.37e-03      2.09e-02    1.2e-07
6294000      1.78e-03      1.98e-04      7.75e-04    1.2e-07
6296000      3.10e-02      1.24e-03      2.77e-02    1.2e-07
6298000      7.24e-03      8.74e-04      5.01e-03    1.2e-07
6300000      2.16e-02      2.53e-03      1.67e-02    1.2e-07
6302000      2.64e-02      3.74e-03      1.49e-02    1.2e-07
6304000      2.61e-03      1.31e-04      2.26e-03    1.2e-07
6306000      1.42e-03      1.21e-04      9.80e-04    1.2e-07
6308000      4.41e-03      4.99e-04      3.20e-03    1.2e-07
6310000      4.66e-03      4.83e-04      3.57e-03    1.2e-07
6312000      5.89e-03      6.44e-04      4.37e-03    1.2e-07
6314000      3.68e-02      2.77e-03      3.15e-02    1.2e-07
6316000      2.62e-03      1.95e-04      1.99e-03    1.2e-07
6318000      3.64e-02      2.99e-03      3.15e-02    1.2e-07
6320000      5.58e-03      3.12e-04      4.73e-03    1.1e-07
6322000      2.54e-03      1.83e-04      2.20e-03    1.1e-07
6324000      3.34e-03      3.15e-04      2.07e-03    1.1e-07
6326000      2.73e-02      3.66e-04      2.58e-02    1.1e-07
6328000      2.14e-02      9.84e-04      1.98e-02    1.1e-07
6330000      5.99e-03      3.79e-04      4.90e-03    1.1e-07
6332000      4.45e-03      4.11e-04      2.85e-03    1.1e-07
6334000      4.16e-03      3.29e-04      3.06e-03    1.1e-07
6336000      2.74e-02      7.15e-04      2.57e-02    1.1e-07
6338000      7.35e-03      6.61e-04      4.84e-03    1.1e-07
6340000      1.09e-02      1.33e-03      7.40e-03    1.1e-07
6342000      1.90e-02      9.83e-04      1.72e-02    1.1e-07
6344000      5.75e-03      4.24e-04      4.95e-03    1.1e-07
6346000      5.32e-03      2.60e-04      4.64e-03    1.1e-07
6348000      5.04e-03      8.61e-04      1.24e-03    1.1e-07
6350000      3.14e-03      1.68e-04      2.69e-03    1.1e-07
6352000      4.12e-03      4.02e-04      2.44e-03    1.1e-07
6354000      1.80e-02      4.34e-04      1.70e-02    1.1e-07
6356000      3.20e-02      1.82e-03      2.87e-02    1.1e-07
6358000      2.84e-03      2.12e-04      2.17e-03    1.1e-07
6360000      3.28e-02      3.59e-03      2.45e-02    1.1e-07
6362000      2.89e-02      1.03e-03      2.70e-02    1.1e-07
6364000      7.01e-03      8.82e-04      4.69e-03    1.1e-07
6366000      2.69e-03      3.13e-04      9.39e-04    1.1e-07
6368000      3.25e-02      1.67e-03      2.95e-02    1.1e-07
